,Covariates,Feature_Importance,iteration
1,CHELSA_BIO_Annual_Mean_Temperature,44.08869474345351,1
28,SG_SOC_Content_005cm,27.45952562097618,1
0,CGIAR_PET,22.97537760617609,1
4,CHELSA_BIO_Precipitation_Seasonality,21.694509759775766,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,21.073532509895887,1
23,GlobBiomass_AboveGroundBiomass,12.856497432800861,1
30,SG_Soil_pH_H2O_005cm,10.816280148266575,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,10.70354530639535,1
12,ConsensusLandCover_Human_Development_Percentage,8.50004868028087,1
18,EarthEnvTopoMed_Elevation,6.596930817893881,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,6.097054237713927,1
15,EarthEnvTexture_Homogeneity_EVI,5.685026385204664,1
29,SG_Sand_Content_005cm,5.606770164780214,1
25,MODIS_NPP,5.571842927127816,1
2,CHELSA_BIO_Annual_Precipitation,5.0624710660503425,1
11,ConsensusLandCoverClass_Shrubs,4.99093954407748,1
13,EarthEnvTexture_CoOfVar_EVI,4.510414045724411,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,3.6224491085649015,1
16,EarthEnvTopoMed_AspectCosine,3.4786915906964824,1
19,EarthEnvTopoMed_Slope,3.139882343037112,1
20,EarthEnvTopoMed_TopoPositionIndex,2.6118596975584807,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,2.4727766346492244,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,1.8267318120548413,1
22,GHS_Population_Density,1.6406698853627528,1
14,EarthEnvTexture_Correlation_EVI,1.5358938900582868,1
17,EarthEnvTopoMed_AspectSine,1.223951165439884,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,1.055506917551853,1
27,SG_Depth_to_bedrock,0.8567784817143684,1
21,EsaCci_BurntAreasProbability,0.8356754422950016,1
5,ConsensusLandCoverClass_Barren,0.07917120869171579,1
24,GlobPermafrost_PermafrostExtent,0.0,1
1,CHELSA_BIO_Annual_Mean_Temperature,44.572985394341956,2
28,SG_SOC_Content_005cm,28.534199032763006,2
4,CHELSA_BIO_Precipitation_Seasonality,25.370917775343983,2
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,22.87845063326264,2
0,CGIAR_PET,22.383192408723183,2
30,SG_Soil_pH_H2O_005cm,13.295040024590076,2
23,GlobBiomass_AboveGroundBiomass,10.217517124179423,2
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,9.908562242024281,2
18,EarthEnvTopoMed_Elevation,8.125748251323307,2
12,ConsensusLandCover_Human_Development_Percentage,7.8352497794409,2
29,SG_Sand_Content_005cm,7.276273890620832,2
25,MODIS_NPP,6.699338572410667,2
11,ConsensusLandCoverClass_Shrubs,6.437353903522459,2
2,CHELSA_BIO_Annual_Precipitation,5.460513235014706,2
13,EarthEnvTexture_CoOfVar_EVI,5.263284056303539,2
19,EarthEnvTopoMed_Slope,4.4700816188962085,2
17,EarthEnvTopoMed_AspectSine,3.896956978225461,2
20,EarthEnvTopoMed_TopoPositionIndex,3.5526918928549662,2
10,ConsensusLandCoverClass_Mixed_Other_Trees,3.5224428422161473,2
15,EarthEnvTexture_Homogeneity_EVI,3.520150659673038,2
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,3.1976942758784324,2
16,EarthEnvTopoMed_AspectCosine,3.0505320801084843,2
9,ConsensusLandCoverClass_Herbaceous_Vegetation,3.0331007007026978,2
14,EarthEnvTexture_Correlation_EVI,2.8798159927782008,2
21,EsaCci_BurntAreasProbability,2.8027513712297303,2
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,1.6216534597635344,2
27,SG_Depth_to_bedrock,1.5631152876997794,2
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,1.4700516842237383,2
22,GHS_Population_Density,1.1948419178133691,2
5,ConsensusLandCoverClass_Barren,1.1649843950113579,2
24,GlobPermafrost_PermafrostExtent,0.0,2
1,CHELSA_BIO_Annual_Mean_Temperature,41.13696381286313,3
28,SG_SOC_Content_005cm,26.53354339898507,3
4,CHELSA_BIO_Precipitation_Seasonality,24.36788445921998,3
0,CGIAR_PET,24.023416287149235,3
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,20.690650590763635,3
23,GlobBiomass_AboveGroundBiomass,10.345400823199377,3
30,SG_Soil_pH_H2O_005cm,10.106032617045503,3
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,9.946389397140132,3
12,ConsensusLandCover_Human_Development_Percentage,6.465195769532549,3
29,SG_Sand_Content_005cm,5.755138682865491,3
18,EarthEnvTopoMed_Elevation,5.702550097786037,3
25,MODIS_NPP,4.999324572635536,3
2,CHELSA_BIO_Annual_Precipitation,4.633657685201154,3
10,ConsensusLandCoverClass_Mixed_Other_Trees,3.924201348815208,3
11,ConsensusLandCoverClass_Shrubs,3.505231933952191,3
20,EarthEnvTopoMed_TopoPositionIndex,3.4326487116561997,3
13,EarthEnvTexture_CoOfVar_EVI,3.3576505199098197,3
9,ConsensusLandCoverClass_Herbaceous_Vegetation,2.9087820393835755,3
16,EarthEnvTopoMed_AspectCosine,2.8784228131255,3
15,EarthEnvTexture_Homogeneity_EVI,2.789116641408617,3
17,EarthEnvTopoMed_AspectSine,2.742179758787574,3
19,EarthEnvTopoMed_Slope,2.59802815990391,3
27,SG_Depth_to_bedrock,2.1460896683238166,3
14,EarthEnvTexture_Correlation_EVI,2.018705941673146,3
22,GHS_Population_Density,1.6323517851085878,3
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,1.573683942141622,3
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,1.1011911947547897,3
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,0.9705485851282204,3
21,EsaCci_BurntAreasProbability,0.26894513298617767,3
5,ConsensusLandCoverClass_Barren,0.05070308274743107,3
24,GlobPermafrost_PermafrostExtent,0.0,3
1,CHELSA_BIO_Annual_Mean_Temperature,45.5460317221489,4
28,SG_SOC_Content_005cm,27.46676583481083,4
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,23.412599567900035,4
0,CGIAR_PET,21.842571800238886,4
4,CHELSA_BIO_Precipitation_Seasonality,20.928725521408417,4
30,SG_Soil_pH_H2O_005cm,12.338987324979179,4
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,12.032447813898928,4
23,GlobBiomass_AboveGroundBiomass,8.067390337027959,4
29,SG_Sand_Content_005cm,7.205360802432781,4
18,EarthEnvTopoMed_Elevation,6.026361914870415,4
11,ConsensusLandCoverClass_Shrubs,5.899378722605985,4
12,ConsensusLandCover_Human_Development_Percentage,5.457243626216042,4
20,EarthEnvTopoMed_TopoPositionIndex,4.801294833612956,4
10,ConsensusLandCoverClass_Mixed_Other_Trees,4.661946589919679,4
25,MODIS_NPP,4.654216394023671,4
