,Covariates,Feature_Importance,iteration
1,CHELSA_BIO_Annual_Mean_Temperature,45.48706749194554,1
28,SG_SOC_Content_005cm,26.30965566167204,1
0,CGIAR_PET,22.595844411198865,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,22.38706287591161,1
29,SG_Sand_Content_005cm,14.681848925300375,1
4,CHELSA_BIO_Precipitation_Seasonality,13.980869259567202,1
19,EarthEnvTopoMed_Slope,9.589327419918405,1
13,EarthEnvTexture_CoOfVar_EVI,8.43154624735911,1
18,EarthEnvTopoMed_Elevation,7.521621612862641,1
30,SG_Soil_pH_H2O_005cm,7.48652152158446,1
2,CHELSA_BIO_Annual_Precipitation,7.440428168370157,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,7.303684697334225,1
14,EarthEnvTexture_Correlation_EVI,6.449734801739951,1
27,SG_Depth_to_bedrock,6.410307504436331,1
15,EarthEnvTexture_Homogeneity_EVI,4.944014761085522,1
23,GlobBiomass_AboveGroundBiomass,4.931040406474761,1
12,ConsensusLandCover_Human_Development_Percentage,4.153232235956561,1
25,MODIS_NPP,4.112853488680982,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,3.667012836133928,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,3.292011653514623,1
20,EarthEnvTopoMed_TopoPositionIndex,2.861389402142036,1
16,EarthEnvTopoMed_AspectCosine,2.621251248304543,1
11,ConsensusLandCoverClass_Shrubs,2.425760664875517,1
17,EarthEnvTopoMed_AspectSine,2.232510532410614,1
22,GHS_Population_Density,2.2156892937452994,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,1.5866495826667164,1
5,ConsensusLandCoverClass_Barren,1.1897612172098326,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,1.066132119480206,1
21,EsaCci_BurntAreasProbability,0.3620854591836735,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.1284185493460166,1
24,GlobPermafrost_PermafrostExtent,0.0,1
1,CHELSA_BIO_Annual_Mean_Temperature,51.85413286349293,2
28,SG_SOC_Content_005cm,28.373376794359405,2
0,CGIAR_PET,23.96434785856256,2
29,SG_Sand_Content_005cm,17.078971784758043,2
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,15.947118170996871,2
4,CHELSA_BIO_Precipitation_Seasonality,13.407928683763288,2
13,EarthEnvTexture_CoOfVar_EVI,10.461085987340336,2
18,EarthEnvTopoMed_Elevation,8.634821868358564,2
10,ConsensusLandCoverClass_Mixed_Other_Trees,8.318380314691963,2
30,SG_Soil_pH_H2O_005cm,6.939255371906783,2
25,MODIS_NPP,6.766294921346605,2
19,EarthEnvTopoMed_Slope,6.587111602208886,2
2,CHELSA_BIO_Annual_Precipitation,5.7888912729228865,2
23,GlobBiomass_AboveGroundBiomass,5.699913639499914,2
27,SG_Depth_to_bedrock,5.177582250343714,2
16,EarthEnvTopoMed_AspectCosine,4.814089997087387,2
15,EarthEnvTexture_Homogeneity_EVI,4.63804194581477,2
9,ConsensusLandCoverClass_Herbaceous_Vegetation,3.68254547775494,2
11,ConsensusLandCoverClass_Shrubs,3.460290730610783,2
22,GHS_Population_Density,3.292824836807267,2
12,ConsensusLandCover_Human_Development_Percentage,3.2345051817196495,2
17,EarthEnvTopoMed_AspectSine,3.0262180554966727,2
20,EarthEnvTopoMed_TopoPositionIndex,2.7922389635814886,2
14,EarthEnvTexture_Correlation_EVI,2.0632015225034706,2
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,1.9444444444444444,2
5,ConsensusLandCoverClass_Barren,1.2318195054055916,2
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.9444444444444444,2
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,0.5630533531427434,2
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,0.17716919025674788,2
21,EsaCci_BurntAreasProbability,0.0,2
24,GlobPermafrost_PermafrostExtent,0.0,2
1,CHELSA_BIO_Annual_Mean_Temperature,48.87695458095808,3
28,SG_SOC_Content_005cm,31.262721799922755,3
0,CGIAR_PET,27.030340029796918,3
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,20.5906387083057,3
29,SG_Sand_Content_005cm,16.66897888060321,3
4,CHELSA_BIO_Precipitation_Seasonality,12.974856633202307,3
2,CHELSA_BIO_Annual_Precipitation,10.26565953850843,3
