,Covariates,Feature_Importance,iteration
28,SG_SOC_Content_005cm,29.327611961233643,1
1,CHELSA_BIO_Annual_Mean_Temperature,27.506007248804696,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,16.37907817856186,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,11.835055671120317,1
23,GlobBiomass_AboveGroundBiomass,11.545271358104268,1
12,ConsensusLandCover_Human_Development_Percentage,10.911486865697995,1
25,MODIS_NPP,9.016336090504423,1
4,CHELSA_BIO_Precipitation_Seasonality,8.417438167693296,1
18,EarthEnvTopoMed_Elevation,8.356282479868383,1
0,CGIAR_PET,5.638064983112752,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,5.153851241058897,1
30,SG_Soil_pH_H2O_005cm,4.849623190840123,1
29,SG_Sand_Content_005cm,3.9358651588952336,1
2,CHELSA_BIO_Annual_Precipitation,3.13610179597796,1
27,SG_Depth_to_bedrock,3.0325780220260743,1
16,EarthEnvTopoMed_AspectCosine,2.197947530864197,1
19,EarthEnvTopoMed_Slope,2.044319382789701,1
22,GHS_Population_Density,1.309033257547004,1
17,EarthEnvTopoMed_AspectSine,1.2318896031017244,1
13,EarthEnvTexture_CoOfVar_EVI,1.095191184155091,1
21,EsaCci_BurntAreasProbability,1.026097670250896,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,0.8839208189688105,1
20,EarthEnvTopoMed_TopoPositionIndex,0.7853901949162547,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,0.7628311434554607,1
11,ConsensusLandCoverClass_Shrubs,0.615072647919646,1
14,EarthEnvTexture_Correlation_EVI,0.5,1
15,EarthEnvTexture_Homogeneity_EVI,0.3569222539216187,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,0.25439538696364977,1
5,ConsensusLandCoverClass_Barren,0.0,1
24,GlobPermafrost_PermafrostExtent,0.0,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.0,1
1,CHELSA_BIO_Annual_Mean_Temperature,26.187790700725042,2
25,MODIS_NPP,21.424770834155137,2
28,SG_SOC_Content_005cm,19.596763596493155,2
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,15.827773350362353,2
23,GlobBiomass_AboveGroundBiomass,12.871425179941703,2
12,ConsensusLandCover_Human_Development_Percentage,12.576988398656962,2
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,8.99001982578667,2
4,CHELSA_BIO_Precipitation_Seasonality,5.67776625730686,2
10,ConsensusLandCoverClass_Mixed_Other_Trees,5.519439110927059,2
18,EarthEnvTopoMed_Elevation,5.3802030690956215,2
2,CHELSA_BIO_Annual_Precipitation,4.780928784587446,2
27,SG_Depth_to_bedrock,3.0475080128205123,2
29,SG_Sand_Content_005cm,2.9433849921301105,2
22,GHS_Population_Density,2.177581588119776,2
0,CGIAR_PET,1.9599647083950118,2
19,EarthEnvTopoMed_Slope,1.605036452437251,2
17,EarthEnvTopoMed_AspectSine,1.2992248132474147,2
30,SG_Soil_pH_H2O_005cm,1.0462772766950947,2
21,EsaCci_BurntAreasProbability,0.9583333333333333,2
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,0.8659523809523809,2
14,EarthEnvTexture_Correlation_EVI,0.7843764172335601,2
20,EarthEnvTopoMed_TopoPositionIndex,0.7442857142857142,2
11,ConsensusLandCoverClass_Shrubs,0.6167800453514739,2
13,EarthEnvTexture_CoOfVar_EVI,0.4532056547903333,2
16,EarthEnvTopoMed_AspectCosine,0.4423253308710372,2
15,EarthEnvTexture_Homogeneity_EVI,0.23499999999999993,2
9,ConsensusLandCoverClass_Herbaceous_Vegetation,0.20572664359861592,2
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,0.09499999999999997,2
24,GlobPermafrost_PermafrostExtent,0.0,2
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.0,2
5,ConsensusLandCoverClass_Barren,0.0,2
1,CHELSA_BIO_Annual_Mean_Temperature,25.57175614670249,3
28,SG_SOC_Content_005cm,22.542917092215482,3
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,17.048596622848788,3
23,GlobBiomass_AboveGroundBiomass,14.631586119771402,3
25,MODIS_NPP,13.53482605854344,3
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,11.949157440827305,3
12,ConsensusLandCover_Human_Development_Percentage,10.9641485877458,3
4,CHELSA_BIO_Precipitation_Seasonality,6.724722318881973,3
10,ConsensusLandCoverClass_Mixed_Other_Trees,5.544830093030888,3
29,SG_Sand_Content_005cm,5.4358954114603995,3
18,EarthEnvTopoMed_Elevation,4.783125241796597,3
30,SG_Soil_pH_H2O_005cm,3.9236415689810733,3
0,CGIAR_PET,3.645757940090268,3
2,CHELSA_BIO_Annual_Precipitation,3.6305216873141846,3
19,EarthEnvTopoMed_Slope,2.615028783713412,3
27,SG_Depth_to_bedrock,2.543595547336402,3
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,1.8671875625058716,3
16,EarthEnvTopoMed_AspectCosine,1.5856638951877047,3
11,ConsensusLandCoverClass_Shrubs,1.4719064215355182,3
21,EsaCci_BurntAreasProbability,1.367445998007046,3
14,EarthEnvTexture_Correlation_EVI,1.197687074829932,3
20,EarthEnvTopoMed_TopoPositionIndex,0.7777777777777778,3
22,GHS_Population_Density,0.607614799822592,3
17,EarthEnvTopoMed_AspectSine,0.5241374786829331,3
