sample_id,latitude,longitude,unite_sh,source
10441,55.69423108,8.19077075,SH1509022_08FU,global_fungi
10458,49.30120689,16.64520046,SH1509022_08FU,global_fungi
10459,49.30062636,16.63144059,SH1509022_08FU,global_fungi
10463,49.315702,16.725744,SH1509022_08FU,global_fungi
10471,46.5878333,11.43469444,SH1509022_08FU,global_fungi
10530,55.98726197,12.25085014,SH1509022_08FU,global_fungi
1072,57.04493901,8.91187667,SH1509022_08FU,global_fungi
10826,59.49325,25.36253,SH1509022_08FU,global_fungi
10828,49.3174786,16.62821054,SH1509022_08FU,global_fungi
11238,55.6726212,8.216409166,SH1509022_08FU,global_fungi
11257,55.01130815,8.959030055,SH1509022_08FU,global_fungi
11679,50.093889,14.613333,SH1509022_08FU,global_fungi
1226,46.4268889,11.29683333,SH1509022_08FU,global_fungi
12459,55.69123563,9.752402725,SH1509022_08FU,global_fungi
12534,49.26835436,16.6920829,SH1509022_08FU,global_fungi
12703,49.313081,16.684671,SH1509022_08FU,global_fungi
12728,56.31348114,8.128703025,SH1509022_08FU,global_fungi
12746,49.2669467,16.72117293,SH1509022_08FU,global_fungi
1279,55.13338649,10.25340549,SH1509022_08FU,global_fungi
12791,49.283366,16.648021,SH1509022_08FU,global_fungi
12900,56.2452577,8.493946977,SH1509022_08FU,global_fungi
12909,57.04493901,8.91187667,SH1509022_08FU,global_fungi
12918,49.30563655,16.77064347,SH1509022_08FU,global_fungi
12919,55.20709468,8.950998317,SH1509022_08FU,global_fungi
13025,58.43918,26.71262,SH1509022_08FU,global_fungi
13104,49.283366,16.648021,SH1509022_08FU,global_fungi
13152,52.808018,-3.855862,SH1509022_08FU,global_fungi
13207,55.01130815,8.959030055,SH1509022_08FU,global_fungi
13397,38.794287,-9.415508,SH1509022_08FU,global_fungi
1343,46.5878333,11.43469444,SH1509022_08FU,global_fungi
13475,49.30769876,16.61782192,SH1509022_08FU,global_fungi
13477,56.93746576,10.21615467,SH1509022_08FU,global_fungi
13716,49.29718392,16.76218389,SH1509022_08FU,global_fungi
13721,49.293659,16.660247,SH1509022_08FU,global_fungi
14118,49.2669467,16.72117293,SH1509022_08FU,global_fungi
14119,49.2669467,16.72117293,SH1509022_08FU,global_fungi
14121,49.28154739,16.62124157,SH1509022_08FU,global_fungi
14517,50.093889,14.613333,SH1509022_08FU,global_fungi
14945,50.093889,14.613333,SH1509022_08FU,global_fungi
14946,50.093889,14.613333,SH1509022_08FU,global_fungi
15148,49.25554086,16.63922327,SH1509022_08FU,global_fungi
15150,49.321654,16.655187,SH1509022_08FU,global_fungi
1528,55.69423108,8.19077075,SH1509022_08FU,global_fungi
1539,46.5878333,11.43469444,SH1509022_08FU,global_fungi
15545,49.30563655,16.77064347,SH1509022_08FU,global_fungi
15577,49.26412493,16.63903551,SH1509022_08FU,global_fungi
16218,49.284314,16.661869,SH1509022_08FU,global_fungi
16342,50.093889,14.613333,SH1509022_08FU,global_fungi
16631,50.093889,14.613333,SH1509022_08FU,global_fungi
16959,55.6726212,8.216409166,SH1509022_08FU,global_fungi
17148,55.69123563,9.752402725,SH1509022_08FU,global_fungi
17983,49.27408339,16.6357162,SH1509022_08FU,global_fungi
1842,52.808018,-3.855862,SH1509022_08FU,global_fungi
1894,49.312548,16.645243,SH1509022_08FU,global_fungi
18976,50.093889,14.613333,SH1509022_08FU,global_fungi
19352,49.29718392,16.76218389,SH1509022_08FU,global_fungi
19353,56.93746576,10.21615467,SH1509022_08FU,global_fungi
20293,50.093889,14.613333,SH1509022_08FU,global_fungi
2037,55.12292641,10.24765754,SH1509022_08FU,global_fungi
20425,50.093889,14.613333,SH1509022_08FU,global_fungi
2097,55.13338649,10.25340549,SH1509022_08FU,global_fungi
21158,49.30563655,16.77064347,SH1509022_08FU,global_fungi
21262,50.093889,14.613333,SH1509022_08FU,global_fungi
21678,50.093889,14.613333,SH1509022_08FU,global_fungi
21787,50.093889,14.613333,SH1509022_08FU,global_fungi
22324,50.093889,14.613333,SH1509022_08FU,global_fungi
2870,46.4268889,11.29683333,SH1509022_08FU,global_fungi
3034,55.01528364,8.974026422,SH1509022_08FU,global_fungi
3137,46.4268889,11.29683333,SH1509022_08FU,global_fungi
3516,46.5878333,11.43469444,SH1509022_08FU,global_fungi
3519,48.6677881,14.7054222,SH1509022_08FU,global_fungi
3719,53.12398,-2.20868,SH1509022_08FU,global_fungi
4002,46.4268889,11.29683333,SH1509022_08FU,global_fungi
4047,55.12292641,10.24765754,SH1509022_08FU,global_fungi
4102,49.30563655,16.77064347,SH1509022_08FU,global_fungi
4114,49.29718392,16.76218389,SH1509022_08FU,global_fungi
4215,55.95692068,12.27208167,SH1509022_08FU,global_fungi
4216,49.26745,16.678564,SH1509022_08FU,global_fungi
4219,55.95692068,12.27208167,SH1509022_08FU,global_fungi
4340,46.4268889,11.29683333,SH1509022_08FU,global_fungi
4517,46.4268889,11.29683333,SH1509022_08FU,global_fungi
4662,49.2571,16.665998,SH1509022_08FU,global_fungi
4705,55.69123563,9.752402725,SH1509022_08FU,global_fungi
4812,49.274439,16.649731,SH1509022_08FU,global_fungi
5000,55.20709468,8.950998317,SH1509022_08FU,global_fungi
5038,49.32141518,16.65409793,SH1509022_08FU,global_fungi
5039,55.12292641,10.24765754,SH1509022_08FU,global_fungi
5055,55.69423108,8.19077075,SH1509022_08FU,global_fungi
5281,56.2452577,8.493946977,SH1509022_08FU,global_fungi
529,55.6726212,8.216409166,SH1509022_08FU,global_fungi
5420,46.5878333,11.43469444,SH1509022_08FU,global_fungi
5540,55.13338649,10.25340549,SH1509022_08FU,global_fungi
5619,49.29718392,16.76218389,SH1509022_08FU,global_fungi
5744,48.77660853,13.8552664,SH1509022_08FU,global_fungi
5764,49.30563655,16.77064347,SH1509022_08FU,global_fungi
6005,49.293659,16.660247,SH1509022_08FU,global_fungi
6009,49.30120689,16.64520046,SH1509022_08FU,global_fungi
6017,49.267661,16.66541,SH1509022_08FU,global_fungi
6023,49.26745,16.678564,SH1509022_08FU,global_fungi
6113,55.1432163,8.897732161,SH1509022_08FU,global_fungi
6195,50.093889,14.613333,SH1509022_08FU,global_fungi
6266,46.426889,11.296833,SH1509022_08FU,global_fungi
6351,56.0812,-4.55615,SH1509022_08FU,global_fungi
6486,55.1432163,8.897732161,SH1509022_08FU,global_fungi
6630,49.30563655,16.77064347,SH1509022_08FU,global_fungi
7634,49.317835,16.645232,SH1509022_08FU,global_fungi
7674,49.30563655,16.77064347,SH1509022_08FU,global_fungi
7790,56.93746576,10.21615467,SH1509022_08FU,global_fungi
7830,55.95692068,12.27208167,SH1509022_08FU,global_fungi
8255,56.2452577,8.493946977,SH1509022_08FU,global_fungi
8291,56.24883484,8.507933548,SH1509022_08FU,global_fungi
8383,55.01528364,8.974026422,SH1509022_08FU,global_fungi
8399,49.312548,16.645243,SH1509022_08FU,global_fungi
8532,55.20709468,8.950998317,SH1509022_08FU,global_fungi
8613,49.267661,16.66541,SH1509022_08FU,global_fungi
8726,51.985816,-4.549874,SH1509022_08FU,global_fungi
8732,55.01528364,8.974026422,SH1509022_08FU,global_fungi
8871,57.62822782,10.3637338,SH1509022_08FU,global_fungi
908,50.093889,14.613333,SH1509022_08FU,global_fungi
9129,55.1432163,8.897732161,SH1509022_08FU,global_fungi
9195,49.275042,16.663103,SH1509022_08FU,global_fungi
9317,55.69191227,9.730524609,SH1509022_08FU,global_fungi
9322,49.305549,16.699755,SH1509022_08FU,global_fungi
9391,55.01130815,8.959030055,SH1509022_08FU,global_fungi
963,55.17319834,8.935220188,SH1509022_08FU,global_fungi
9745,49.259303,16.680125,SH1509022_08FU,global_fungi
9843,57.04493901,8.91187667,SH1509022_08FU,global_fungi
10023,57.6898,26.4768,SH1569597_08FU,global_fungi
10059,46.42,-83.37,SH1569597_08FU,global_fungi
10187,46.42,-83.37,SH1569597_08FU,global_fungi
10209,47.57,-82.85,SH1569597_08FU,global_fungi
10267,58.30937,22.07618,SH1569597_08FU,global_fungi
10471,46.5878333,11.43469444,SH1569597_08FU,global_fungi
10485,47.448903,-61.752397,SH1569597_08FU,global_fungi
10606,39.99,-105.38,SH1569597_08FU,global_fungi
1063,50.851111,-120.424167,SH1569597_08FU,global_fungi
10810,39.99,-105.38,SH1569597_08FU,global_fungi
10884,49.07,-89.39,SH1569597_08FU,global_fungi
10934,57.9557,27.3249,SH1569597_08FU,global_fungi
10941,40.85,-3.97,SH1569597_08FU,global_fungi
11044,61.51,24.17,SH1569597_08FU,global_fungi
11119,49.07,-89.41,SH1569597_08FU,global_fungi
11294,46.42,-83.37,SH1569597_08FU,global_fungi
11335,49.07,-89.39,SH1569597_08FU,global_fungi
11363,39.99,-105.38,SH1569597_08FU,global_fungi
11427,60.1025,17.52,SH1569597_08FU,global_fungi
11549,61.51,24.17,SH1569597_08FU,global_fungi
11640,49.07,-89.41,SH1569597_08FU,global_fungi
11893,47.430892,-61.755403,SH1569597_08FU,global_fungi
1214,46.5878333,11.43469444,SH1569597_08FU,global_fungi
12151,39.99,-105.38,SH1569597_08FU,global_fungi
1226,46.4268889,11.29683333,SH1569597_08FU,global_fungi
12273,49.08,-89.38,SH1569597_08FU,global_fungi
12486,61.51,24.17,SH1569597_08FU,global_fungi
12544,59.0972,27.4316,SH1569597_08FU,global_fungi
12572,49.317835,16.645232,SH1569597_08FU,global_fungi
12604,57.87791,27.68945,SH1569597_08FU,global_fungi
12607,50.85,-120.42,SH1569597_08FU,global_fungi
12781,57.6457,26.4148,SH1569597_08FU,global_fungi
13084,54.35,-122.61,SH1569597_08FU,global_fungi
13289,61.51,24.17,SH1569597_08FU,global_fungi
13363,58.38859,22.65545,SH1569597_08FU,global_fungi
13371,47.57,-82.85,SH1569597_08FU,global_fungi
1343,46.5878333,11.43469444,SH1569597_08FU,global_fungi
13432,46.42,-83.37,SH1569597_08FU,global_fungi
13601,61.51,24.17,SH1569597_08FU,global_fungi
13695,61.51,24.17,SH1569597_08FU,global_fungi
13771,49.07,-89.39,SH1569597_08FU,global_fungi
13780,59.0826,27.4557,SH1569597_08FU,global_fungi
14893,61.51,24.17,SH1569597_08FU,global_fungi
15185,61.51,24.17,SH1569597_08FU,global_fungi
1539,46.5878333,11.43469444,SH1569597_08FU,global_fungi
15585,40.85,-3.97,SH1569597_08FU,global_fungi
15601,61.51,24.17,SH1569597_08FU,global_fungi
15629,61.51,24.17,SH1569597_08FU,global_fungi
15633,61.51,24.17,SH1569597_08FU,global_fungi
15634,61.51,24.17,SH1569597_08FU,global_fungi
15635,39.99,-105.38,SH1569597_08FU,global_fungi
15636,61.51,24.17,SH1569597_08FU,global_fungi
15637,46.42,-83.37,SH1569597_08FU,global_fungi
15638,61.51,24.17,SH1569597_08FU,global_fungi
15640,61.51,24.17,SH1569597_08FU,global_fungi
15641,61.51,24.17,SH1569597_08FU,global_fungi
15642,61.51,24.17,SH1569597_08FU,global_fungi
15644,58.25,27.31,SH1569597_08FU,global_fungi
15645,61.14671,16.89196,SH1569597_08FU,global_fungi
15646,61.26,14.54,SH1569597_08FU,global_fungi
15647,61.51,24.17,SH1569597_08FU,global_fungi
15648,61.51,24.17,SH1569597_08FU,global_fungi
15649,61.51,24.17,SH1569597_08FU,global_fungi
15650,61.51,24.17,SH1569597_08FU,global_fungi
15651,61.51,24.17,SH1569597_08FU,global_fungi
15654,61.51,24.17,SH1569597_08FU,global_fungi
15655,59.0618,27.5112,SH1569597_08FU,global_fungi
15656,57.9384,27.299,SH1569597_08FU,global_fungi
16371,39.99,-105.38,SH1569597_08FU,global_fungi
16436,63.23,15.27,SH1569597_08FU,global_fungi
16647,9.15,-79.85,SH1569597_08FU,global_fungi
17155,49.07,-89.41,SH1569597_08FU,global_fungi
17740,48.9895,-57.787,SH1569597_08FU,global_fungi
20287,42.45,1.19,SH1569597_08FU,global_fungi
20627,42.793,-121.61864,SH1569597_08FU,global_fungi
23818,63.31,15.69,SH1569597_08FU,global_fungi
2631,46.42,-83.37,SH1569597_08FU,global_fungi
2870,46.4268889,11.29683333,SH1569597_08FU,global_fungi
3137,46.4268889,11.29683333,SH1569597_08FU,global_fungi
3183,39.26,-120.78,SH1569597_08FU,global_fungi
3222,52.32,-121.92,SH1569597_08FU,global_fungi
3247,46.5878333,11.43469444,SH1569597_08FU,global_fungi
3254,46.5878333,11.43469444,SH1569597_08FU,global_fungi
3516,46.5878333,11.43469444,SH1569597_08FU,global_fungi
4002,46.4268889,11.29683333,SH1569597_08FU,global_fungi
4184,-26.73333333,-54.68333333,SH1569597_08FU,global_fungi
4428,18.411682,-66.966284,SH1569597_08FU,global_fungi
4492,39.99,-105.38,SH1569597_08FU,global_fungi
4517,46.4268889,11.29683333,SH1569597_08FU,global_fungi
4742,46.4268889,11.29683333,SH1569597_08FU,global_fungi
4773,18.513611,-67.056878,SH1569597_08FU,global_fungi
4944,61.51,24.17,SH1569597_08FU,global_fungi
4949,57.6669,26.6047,SH1569597_08FU,global_fungi
5222,58.19075,26.57175,SH1569597_08FU,global_fungi
5228,61.51,24.17,SH1569597_08FU,global_fungi
5420,46.5878333,11.43469444,SH1569597_08FU,global_fungi
5421,46.5878333,11.43469444,SH1569597_08FU,global_fungi
5422,46.4268889,11.29683333,SH1569597_08FU,global_fungi
5749,18.296329,-65.839069,SH1569597_08FU,global_fungi
5861,46.5878333,11.43469444,SH1569597_08FU,global_fungi
6277,46.5878333,11.43469444,SH1569597_08FU,global_fungi
6372,61.51,24.17,SH1569597_08FU,global_fungi
6910,59.0771,27.4582,SH1569597_08FU,global_fungi
7196,39.99,-105.38,SH1569597_08FU,global_fungi
7248,36.569,137.612,SH1569597_08FU,global_fungi
732,52.315,-121.916389,SH1569597_08FU,global_fungi
7332,61.51,24.17,SH1569597_08FU,global_fungi
7585,46.5878333,11.43469444,SH1569597_08FU,global_fungi
7634,49.317835,16.645232,SH1569597_08FU,global_fungi
7695,49.07,-89.41,SH1569597_08FU,global_fungi
8423,61.51,24.17,SH1569597_08FU,global_fungi
8552,47.57,-82.85,SH1569597_08FU,global_fungi
8643,31.11,-95.15,SH1569597_08FU,global_fungi
8683,18.14844,-66.988986,SH1569597_08FU,global_fungi
9155,59.0619,27.5162,SH1569597_08FU,global_fungi
9442,61.51,24.17,SH1569597_08FU,global_fungi
9448,61.51,24.17,SH1569597_08FU,global_fungi
9453,61.51,24.17,SH1569597_08FU,global_fungi
9455,61.51,24.17,SH1569597_08FU,global_fungi
9458,59.1006,27.4371,SH1569597_08FU,global_fungi
9578,57.6824,26.5988,SH1569597_08FU,global_fungi
9744,39.99,-105.38,SH1569597_08FU,global_fungi
981,46.4268889,11.29683333,SH1569597_08FU,global_fungi
9907,18.135879,-66.971133,SH1569597_08FU,global_fungi
9913,46.42,-83.37,SH1569597_08FU,global_fungi
9996,39.99,-105.38,SH1569597_08FU,global_fungi
10,-35.097408,138.67071,SH1514073_08FU,global_fungi
10213,-41.542811,148.173108,SH1514073_08FU,global_fungi
1031,-35.101944,138.650715,SH1514073_08FU,global_fungi
1045,-35.635559,138.120746,SH1514073_08FU,global_fungi
1052,-35.638228,138.126446,SH1514073_08FU,global_fungi
1071,-35.4463,148.78455,SH1514073_08FU,global_fungi
1073,-35.091272,138.67605,SH1514073_08FU,global_fungi
1161,-35.101944,138.650715,SH1514073_08FU,global_fungi
130,-12.50916,135.81029,SH1514073_08FU,global_fungi
15,-35.8769333,149.01025,SH1514073_08FU,global_fungi
1532,-35.101944,138.650715,SH1514073_08FU,global_fungi
1534,-35.634699,138.119816,SH1514073_08FU,global_fungi
15623,-42.833,146.367,SH1514073_08FU,global_fungi
1568,-35.8811,149.0083,SH1514073_08FU,global_fungi
1569,-35.8811,149.0083,SH1514073_08FU,global_fungi
1582,-33.652818,150.268179,SH1514073_08FU,global_fungi
1653,-42.61742,147.42263,SH1514073_08FU,global_fungi
17,-35.8769333,149.01025,SH1514073_08FU,global_fungi
1705,-35.091563,138.676184,SH1514073_08FU,global_fungi
1731,-35.634699,138.119816,SH1514073_08FU,global_fungi
1765,-35.8769333,149.01025,SH1514073_08FU,global_fungi
19122,-37.73217,145.24386,SH1514073_08FU,global_fungi
192,-42.24227,147.45971,SH1514073_08FU,global_fungi
1928,-42.54652,146.84942,SH1514073_08FU,global_fungi
1974,-41.674283,146.643614,SH1514073_08FU,global_fungi
1988,-35.085397,138.658856,SH1514073_08FU,global_fungi
2044,-35.634699,138.119816,SH1514073_08FU,global_fungi
2050,-35.091744,138.676234,SH1514073_08FU,global_fungi
2064,-28.227608,152.426866,SH1514073_08FU,global_fungi
