,Covariates,Feature_Importance,iteration
1,CHELSA_BIO_Annual_Mean_Temperature,47.44974690666273,1
28,SG_SOC_Content_005cm,33.69195635863351,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,30.857484105750864,1
30,SG_Soil_pH_H2O_005cm,26.459132580293765,1
18,EarthEnvTopoMed_Elevation,24.857565720567873,1
29,SG_Sand_Content_005cm,20.65114922403147,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,19.221446295630695,1
4,CHELSA_BIO_Precipitation_Seasonality,18.07276548028282,1
19,EarthEnvTopoMed_Slope,16.363776908034623,1
17,EarthEnvTopoMed_AspectSine,15.018726219661275,1
20,EarthEnvTopoMed_TopoPositionIndex,14.76283738773881,1
0,CGIAR_PET,12.728191236037583,1
11,ConsensusLandCoverClass_Shrubs,12.57439509044912,1
25,MODIS_NPP,11.991544889620155,1
15,EarthEnvTexture_Homogeneity_EVI,11.38085173302174,1
2,CHELSA_BIO_Annual_Precipitation,10.970837227926134,1
16,EarthEnvTopoMed_AspectCosine,10.947071193220657,1
13,EarthEnvTexture_CoOfVar_EVI,10.599334170916942,1
14,EarthEnvTexture_Correlation_EVI,10.53707272495883,1
12,ConsensusLandCover_Human_Development_Percentage,9.978460199321637,1
23,GlobBiomass_AboveGroundBiomass,8.657343294500123,1
22,GHS_Population_Density,7.339491801084751,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,7.1019095040007345,1
27,SG_Depth_to_bedrock,6.877234080909702,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,6.013325985790887,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.979414956875507,1
21,EsaCci_BurntAreasProbability,4.883260526842075,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,3.0434535743974753,1
5,ConsensusLandCoverClass_Barren,1.4482774639087497,1
24,GlobPermafrost_PermafrostExtent,0.0,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.0,1
1,CHELSA_BIO_Annual_Mean_Temperature,47.75372313133513,2
28,SG_SOC_Content_005cm,37.58305387745231,2
