,Covariates,Feature_Importance,iteration
1,CHELSA_BIO_Annual_Mean_Temperature,50.17479807532616,1
28,SG_SOC_Content_005cm,48.3647742394527,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,38.01050110780989,1
0,CGIAR_PET,33.26727215958931,1
29,SG_Sand_Content_005cm,27.15920365471003,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,25.040121129958678,1
4,CHELSA_BIO_Precipitation_Seasonality,24.63449684330689,1
18,EarthEnvTopoMed_Elevation,19.966009836489192,1
30,SG_Soil_pH_H2O_005cm,18.065263305870182,1
2,CHELSA_BIO_Annual_Precipitation,14.524003963017677,1
12,ConsensusLandCover_Human_Development_Percentage,12.615055583160986,1
25,MODIS_NPP,11.542339573442632,1
19,EarthEnvTopoMed_Slope,11.307611981994905,1
16,EarthEnvTopoMed_AspectCosine,10.937120033050745,1
11,ConsensusLandCoverClass_Shrubs,10.500537662789643,1
13,EarthEnvTexture_CoOfVar_EVI,10.221411912132655,1
17,EarthEnvTopoMed_AspectSine,9.242235574936197,1
27,SG_Depth_to_bedrock,9.026904528748094,1
15,EarthEnvTexture_Homogeneity_EVI,8.883988857165114,1
20,EarthEnvTopoMed_TopoPositionIndex,8.822508370254804,1
23,GlobBiomass_AboveGroundBiomass,7.681565419402803,1
21,EsaCci_BurntAreasProbability,6.0829350234088615,1
14,EarthEnvTexture_Correlation_EVI,5.623235202115342,1
22,GHS_Population_Density,5.172102659216656,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.056854894236793,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,3.4285544449641114,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,3.2673716923485703,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,2.8678393996145797,1
5,ConsensusLandCoverClass_Barren,1.9028995775476363,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.8266938397682821,1
24,GlobPermafrost_PermafrostExtent,0.254815306122449,1
1,CHELSA_BIO_Annual_Mean_Temperature,55.310191364989315,2
28,SG_SOC_Content_005cm,46.35538646301826,2
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,37.96877255193251,2
0,CGIAR_PET,32.278747866612456,2
29,SG_Sand_Content_005cm,28.613625709053597,2
18,EarthEnvTopoMed_Elevation,18.373532814960004,2
4,CHELSA_BIO_Precipitation_Seasonality,18.126175049410236,2
10,ConsensusLandCoverClass_Mixed_Other_Trees,17.519602404776883,2
2,CHELSA_BIO_Annual_Precipitation,17.0266693949679,2
30,SG_Soil_pH_H2O_005cm,15.882724934238576,2
25,MODIS_NPP,13.280016028707696,2
17,EarthEnvTopoMed_AspectSine,12.982622931270063,2
15,EarthEnvTexture_Homogeneity_EVI,12.717358836271544,2
14,EarthEnvTexture_Correlation_EVI,12.663521237086988,2
12,ConsensusLandCover_Human_Development_Percentage,12.477339031859223,2
13,EarthEnvTexture_CoOfVar_EVI,11.768218338248333,2
19,EarthEnvTopoMed_Slope,11.39247884718644,2
23,GlobBiomass_AboveGroundBiomass,11.315850403619953,2
11,ConsensusLandCoverClass_Shrubs,10.179273400420891,2
16,EarthEnvTopoMed_AspectCosine,9.897668661700466,2
27,SG_Depth_to_bedrock,7.972252591556862,2
20,EarthEnvTopoMed_TopoPositionIndex,7.8753248004970695,2
9,ConsensusLandCoverClass_Herbaceous_Vegetation,6.970115087823143,2
22,GHS_Population_Density,6.049129349562838,2
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,5.890291640540767,2
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,4.1178286441514675,2
21,EsaCci_BurntAreasProbability,3.2340911495800557,2
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,2.219673189237204,2
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,2.043735833225946,2
5,ConsensusLandCoverClass_Barren,1.943260251939254,2
24,GlobPermafrost_PermafrostExtent,0.07951555102202339,2
1,CHELSA_BIO_Annual_Mean_Temperature,49.03976965891942,3
28,SG_SOC_Content_005cm,41.278762446137996,3
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,39.84916859233763,3
0,CGIAR_PET,34.937402955901284,3
29,SG_Sand_Content_005cm,24.690195212184967,3
2,CHELSA_BIO_Annual_Precipitation,17.433282753240995,3
10,ConsensusLandCoverClass_Mixed_Other_Trees,16.97745566634177,3
18,EarthEnvTopoMed_Elevation,16.613392485272666,3
30,SG_Soil_pH_H2O_005cm,16.357070928158368,3
19,EarthEnvTopoMed_Slope,14.83272881772781,3
4,CHELSA_BIO_Precipitation_Seasonality,13.902356420362329,3
11,ConsensusLandCoverClass_Shrubs,11.661602947964326,3
12,ConsensusLandCover_Human_Development_Percentage,10.666626102296235,3
25,MODIS_NPP,10.279825845796037,3
13,EarthEnvTexture_CoOfVar_EVI,10.021430251823803,3
15,EarthEnvTexture_Homogeneity_EVI,9.82091695775753,3
16,EarthEnvTopoMed_AspectCosine,8.732862625931507,3
27,SG_Depth_to_bedrock,8.309090434602947,3
23,GlobBiomass_AboveGroundBiomass,8.15083630457431,3
20,EarthEnvTopoMed_TopoPositionIndex,7.771423085976868,3
17,EarthEnvTopoMed_AspectSine,7.299732798742185,3
14,EarthEnvTexture_Correlation_EVI,6.6431959340464095,3
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,5.039064069614256,3
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.606510923148987,3
22,GHS_Population_Density,3.909428821989838,3
21,EsaCci_BurntAreasProbability,3.0666051157579224,3
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,2.0219059640625376,3
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.7830114480658388,3
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,0.7662982088830391,3
5,ConsensusLandCoverClass_Barren,0.7486813419293182,3
24,GlobPermafrost_PermafrostExtent,0.0,3
1,CHELSA_BIO_Annual_Mean_Temperature,47.5119009506085,4
28,SG_SOC_Content_005cm,42.31894627605201,4
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,38.739175116240276,4
0,CGIAR_PET,25.53874816482987,4
29,SG_Sand_Content_005cm,24.8960022301524,4
10,ConsensusLandCoverClass_Mixed_Other_Trees,19.84485244107348,4
4,CHELSA_BIO_Precipitation_Seasonality,16.559640179518322,4
18,EarthEnvTopoMed_Elevation,16.45779170904229,4
30,SG_Soil_pH_H2O_005cm,12.557374505658457,4
2,CHELSA_BIO_Annual_Precipitation,11.597641905429748,4
